Type,Air_temperature__K_,Process_temperature__K_,Rotational_speed__rpm_,Torque__Nm_,Tool_wear__min_,Machine_failure
L,303.5,312,1366,54.5,30,1
L,298,309.1,1822,23.5,122,0
L,298.8,310.1,1607,39.5,105,0
M,297.4,308.6,1434,44.4,193,0
M,297.3,308.6,1584,29.4,141,0
M,300.9,310.7,1362,51.6,212,0
L,298.8,309.1,1393,52.6,167,0
M,300.7,311,1378,41.2,93,0
L,297.5,309.3,1675,29.8,72,0
L,298.8,309.7,1450,43.1,63,0
M,301.5,310.7,1359,47.1,115,0
M,299.6,311.1,1649,33.8,133,0
M,300,309.1,1624,30.8,155,0
M,302.4,311.8,1539,39.9,101,0
H,297.6,308.3,1400,44.3,43,0
L,302.4,310.7,1362,54.8,155,1
M,298.7,310.3,1481,41.5,83,0
L,297.5,308.6,1585,37.6,2,0
L,302,311,1686,32.5,25,0
H,300.6,309.4,1380,47.6,246,1
L,302.6,310.5,1596,32.8,193,0
H,304.2,313.5,1627,32.2,91,0
L,302.4,310.2,2224,16,154,0
M,297.3,308.2,1452,38.2,44,0
L,298.1,308.7,1691,30.3,49,0
L,303.6,313,1617,30.9,122,0
M,297.2,307.9,1632,37.5,156,0
L,303.1,312.9,1511,40.1,107,0
M,300.9,309.7,1394,48.8,192,0
M,303.7,312.9,1511,41,33,0
M,298,307.9,1750,26.6,67,0
H,303.6,312.2,1371,54.6,112,1
L,297.8,307.6,1446,51.4,105,0
M,299.2,308.8,1700,33.5,185,0
L,298.5,309.6,1419,41.5,105,0
L,297.6,309.4,1326,49.8,199,0
M,297.2,307.9,1456,44.9,85,0
M,303.4,312.7,1594,32.8,79,0
L,301.7,311,1546,43,23,0
L,296.3,307.1,1560,33.2,186,0
M,298.8,310.3,1528,37.1,99,0
L,302.4,310.1,1401,48.8,177,0
H,298.7,308.5,1572,35.6,202,0
L,300.8,311.7,1426,45.5,16,0
L,299.9,311.3,1802,24.4,151,0
L,301.7,310.1,1500,39.6,56,0
H,300.6,309.4,1463,49.2,235,0
L,299.8,311.2,1533,35.9,137,0
L,303.1,311.2,1628,35.2,23,0
M,297.9,308.8,1469,49,51,0
L,300.3,311.5,1634,31.9,36,0
H,302.2,310.8,1397,47.6,11,0
L,303.8,312.9,1589,37.2,203,0
M,297.9,308.8,1602,32.1,59,0
L,300.2,311.6,1500,39,174,0
M,297.7,308.9,1531,48.3,84,0
H,301.3,310.1,1455,44.1,188,0
H,297.2,308.6,1486,46.6,98,0
M,303,311.2,1614,35.7,207,0
L,300.9,312.2,1811,23.2,72,0
H,295.6,306.1,1256,62.3,142,0
H,303.3,312.6,1692,29,125,0
M,298.1,308,2129,18.4,45,0
L,301.3,311.2,1457,44.5,14,0
M,299.9,309.4,1509,42.8,190,0
L,298.5,309.9,1482,42.1,15,0
M,300.9,312.1,1297,48.6,76,0
L,298.3,308.9,1862,27,172,0
M,302.5,311.9,1340,59.4,60,0
M,295.7,306.3,1462,44.3,37,0
L,298.7,309.8,1539,33.4,2,0
L,295.6,306.3,1911,20.9,74,0
L,303.1,312.7,1353,51.8,97,0
L,300.7,310.6,1540,52.7,85,0
M,303.1,312.4,1378,50.1,104,0
L,298.2,308.8,1666,31.5,30,0
L,300.3,309.8,1466,41.2,156,0
L,298.9,309.9,1592,32,60,0
L,300.8,311,1578,44.4,86,0
M,301.5,310.6,1573,37.4,37,0
L,301.3,310.4,1501,41.6,192,0
H,302.3,311.7,1482,39,127,0
H,301.3,310.6,1605,32.5,59,0
M,302.7,312.5,1417,51.5,19,0
M,303.9,313.2,1422,48,215,1
M,300.7,311.3,1348,53,35,0
M,297.4,308.8,1628,37.4,144,0
M,301.1,311.1,1592,35.7,174,0
L,299.1,310.6,1602,39.7,144,0
L,302.2,310.8,1383,46.9,45,0
M,300.7,310.6,1572,38.5,50,0
L,303.7,312.4,1513,40.1,135,0
L,296.1,306.7,1409,42.8,134,0
L,301.4,310.4,1689,30.6,110,0
L,300,310.5,1517,42.2,186,0
L,303.9,313.1,1491,37.2,195,0
L,302.4,311,2211,15.4,203,0
L,298.6,309.4,1698,33.2,147,0
L,303.9,313.2,1499,37.4,7,0
M,297.5,309.5,1448,43.7,46,0
L,296.8,307.6,1338,44.4,128,0
L,301.9,310.6,1331,68.6,85,1
L,300.6,312,1566,30.1,128,0
L,298.3,308.1,1412,52.3,218,1
M,303.5,312.3,1624,34.8,121,0
M,297.8,309,1434,43.3,96,0
H,304.2,313.3,1625,37.3,27,0
L,299.6,310.9,1533,31.8,91,0
L,298,309.2,1665,36.6,22,0
L,300.6,311.6,1964,21.4,15,0
L,302.8,312.6,1462,39.4,22,0
M,304.2,313.4,1329,54.5,75,0
L,300.5,310.6,1368,49.6,10,0
L,299.3,309.1,1493,38,151,0
L,298.8,309.5,1368,44.7,147,0
L,302.4,311.8,1493,38.4,132,0
M,298.4,309.7,1870,22.5,170,0
L,297.5,308.7,1453,37.6,112,0
L,297,307.9,1595,31.7,170,0
L,302.4,310.9,1349,46.1,148,1
L,300.2,310.4,1518,41.8,5,0
L,304.1,313.6,1382,46.7,134,0
M,298.4,310.2,1725,32,80,0
H,298,308.6,1526,41.8,160,0
M,300.3,311.7,1723,28.3,193,0
L,300,309.6,1496,38.8,27,0
M,297.6,309.3,1529,41.9,3,0
L,304.2,313.4,1457,49.4,96,0
L,302.5,312,1495,38.8,186,0
L,301.6,309.9,1397,43.7,102,0
M,299.2,308.9,1521,42.3,215,0
L,303.8,313.1,1523,39.8,150,0
L,301.3,310.1,1558,36.3,184,0
M,302.4,311.1,1887,22.4,197,0
L,300.7,311,1596,36.9,174,0
L,300.6,309.5,2025,21.4,64,0
M,299.3,308.5,1422,45.4,37,0
H,297.5,308.4,1587,36.1,98,0
L,298.5,310,1435,42.5,25,0
M,299.8,309.1,1456,39.4,209,0
M,299.6,310.9,1530,38.8,198,0
L,297.4,308.5,1471,43.9,45,0
L,297.2,308.6,1437,52.4,37,0
L,300.2,311.4,1463,37.5,145,0
M,298.2,309,1446,45.8,80,0
M,303.7,313,1469,39.9,137,0
L,302.3,310.9,1459,35,32,0
H,297.7,308.4,1288,49.5,91,0
H,301.4,309.9,1460,47.2,22,0
M,298.7,309.6,1382,48.1,186,0
M,301.2,310.7,1543,32.9,40,0
H,303.6,312.4,1460,53.7,214,0
L,298,308.8,1610,33.7,212,0
L,297.9,309,1629,29,26,0
M,300.3,309.9,1611,29,177,0
L,298.4,308.6,1304,45,158,0
L,301.1,310.1,1417,46.9,35,0
M,302.5,311.4,1629,31.7,225,0
M,301.6,310.5,1414,49.3,106,0
L,299,310.4,1339,49.6,94,0
M,302,310.8,1609,35.2,4,0
H,299.9,311.2,1495,35.8,175,0
L,298.3,308.4,1528,37.3,160,0
L,298.2,308.3,2051,19.2,90,0
L,298.1,308.3,1301,56,63,0
L,303.8,313,1633,32.9,207,0
L,296.9,308.1,1422,48.7,215,0
L,299.3,309.3,1325,62,47,0
M,298.8,310.2,1527,31.2,102,0
H,299.8,309.5,1420,46.7,136,0
L,298.9,310.1,1577,41.4,80,0
L,300.6,311.7,1553,39.8,0,0
L,303,311.2,1511,45.7,184,0
L,300.3,309.9,1601,31.7,180,0
L,302.6,312.1,1420,51.6,182,0
L,302.7,310.6,1690,26.7,4,0
L,302,310.9,1663,31.5,81,0
M,298.1,308.5,1372,51.1,116,0
L,297.9,307.6,1968,20.4,171,0
M,300.3,311.9,1677,30.8,48,0
L,298.8,309.7,1751,29.6,160,0
L,302.2,311.2,1381,49.4,207,0
L,297.9,307.8,1397,45,104,0
L,301.8,310.7,1597,30.8,74,0
L,299,308.6,1946,22.3,102,0
M,299,308.2,1358,42.7,50,0
L,297.3,308.3,1504,36.3,45,0
M,295.8,306.4,1335,51.7,69,0
L,297.4,308.5,1569,34.2,72,0
L,298.4,310,1559,44.2,23,0
L,298.5,309.5,1579,38.6,126,0
L,300.3,309.6,1468,44.7,179,0
L,303.3,311.4,1510,37.3,36,0
L,299,310,1582,31.9,51,0
M,302.1,311.1,1423,36.8,80,0
L,300.4,311.3,1495,51.2,175,0
L,297.5,308.6,1671,29.4,136,0
L,297.4,308.3,1347,45.8,43,0
L,301.4,310.7,1568,35.2,23,0
M,301.3,311.1,1581,30.9,31,0
L,301.3,311.2,1668,30.1,18,0
M,298.2,308.5,2678,10.7,86,1
M,299.1,310.4,1422,49.3,69,0
H,300.6,312.1,1354,46.9,138,0
L,299.7,310.6,1479,38,137,0
L,298.8,308.5,1446,37,11,0
L,298.3,308.4,1408,43.1,177,0
H,300.3,311.6,1339,53.4,123,0
M,302.3,311.7,1639,36.6,121,0
M,300.7,311.3,1487,39.8,50,0
L,301.8,310.7,1751,29.3,133,0
L,302.1,311.5,1533,39.4,26,0
L,295.6,306.1,1383,48.7,147,0
M,301,311.5,1550,34.9,162,0
L,298.9,309.1,1452,45.5,196,0
H,301.6,310.5,1602,32.3,2,0
M,300.7,311.9,1697,28.2,191,0
L,298.4,308.2,1528,36.2,196,0
L,297.6,308.1,1437,46.3,149,0
L,300.7,311,1436,44.9,119,0
M,299.2,310.4,1395,55.4,76,0
L,297.2,308.8,1451,43.1,68,0
L,298.8,308.4,1484,39.2,8,0
L,299.1,308.2,1568,33.3,123,0
L,303.7,312.8,1832,23.6,35,0
L,298.2,309,1491,38.3,121,0
L,300.4,311.6,1332,54.6,111,0
L,297.4,309.2,1584,42.8,186,0
L,297.5,309.4,1357,50.1,137,0
L,301.2,311,1761,29.1,195,0
M,297.5,308.2,1713,32.2,17,0
L,298.1,307.7,1388,40.3,109,0
L,301,310.5,1248,61.4,77,0
L,300.1,311.5,1334,54,26,0
L,298,308.2,1620,35.8,5,0
M,302.4,311.1,1366,54.4,0,0
L,302.3,310.9,1545,36.7,18,0
H,298.1,308.3,1530,42,184,0
L,300.5,309.8,1663,29.1,145,1
L,301.1,311.1,1450,43.3,168,0
L,298.7,309.6,1516,38.5,61,0
H,300.8,311.4,1453,44.6,38,0
L,300.1,310.1,1650,31.6,19,0
H,301.9,310.5,1472,39.7,187,0
M,300.7,310.8,1486,41.2,71,0
M,299.7,311.1,1649,32.7,185,0
M,300.8,311.2,1429,52.3,77,0
L,303.1,311.1,1420,55.8,113,0
L,300.3,309.2,1649,32.4,50,0
L,299.9,310,1447,45.9,162,0
M,297.6,309.2,1442,48.1,0,0
L,298.9,310.4,1739,26.3,30,0
M,300.4,310.2,1613,36.9,231,0
L,302.6,310.6,1549,37.5,199,0
L,299.8,309.1,1546,35.6,93,0
M,300.8,309.7,1258,54.9,168,0
L,297.3,308.3,1538,38.5,47,0
L,301.9,310.4,1286,62.8,22,1
M,298.3,307.7,1602,33.4,106,0
L,298.2,307.5,1470,51.3,180,0
H,300.6,310.5,1454,51.2,58,0
L,302.2,311.5,1489,38.3,35,0
L,296.6,307.4,1616,28,175,0
M,304.3,313.5,1416,48.1,167,0
M,297.3,308.3,1341,51.9,51,0
M,299.7,311,1448,49.8,80,0
L,297.5,308.6,1536,39,202,0
L,303.4,311.5,1424,50.8,128,0
M,296.1,307.2,1619,29.7,17,0
M,295.8,306.5,1514,37.7,60,0
M,302.6,312.3,1566,36.6,46,0
L,304.2,313.4,1475,40.2,98,0
L,298.1,310,1534,33.7,47,0
M,298.2,309,1353,50.3,150,0
H,296.6,307.7,1654,31,91,0
M,301.2,312.3,1548,38.3,87,0
H,297.4,308.6,1461,40.1,126,0
L,299.2,308.4,1580,32.6,142,0
L,301.2,311.2,1558,34.1,204,0
M,302.1,311,1711,28.7,83,0
L,299.1,308.3,1892,25.2,34,0
H,301.4,310.7,1329,52,160,0
L,301.3,311.1,1723,27.6,210,0
M,298.2,308,1591,33.7,32,0
M,300.6,310.7,1566,38.2,187,0
L,299.1,310.3,1619,35.2,240,0
L,304,313.1,1404,47.1,90,0
M,304.2,313.7,2113,18.4,139,0
H,303.5,311.7,1584,32.7,143,0
L,298.8,308.9,1455,41.3,208,1
L,303.4,311.7,1406,47.1,213,0
L,298.8,309.8,1599,33.6,131,0
L,297.2,308.3,1569,31.2,63,0
M,303.3,312.1,1693,30,80,0
L,297.4,308.7,1584,38.2,154,0
M,300.9,310.8,1695,30.2,188,0
M,302.3,311,1541,36.6,143,0
L,302.3,311.6,1488,41.8,75,0
L,301.5,310.8,1785,25.5,120,0
M,298.5,309.4,1522,47.4,20,0
L,303.5,311.6,1361,46.5,62,1
H,303.3,311.3,1502,39.5,38,0
L,297.4,308.4,1343,40,61,0
M,297.8,308.4,1579,36.6,152,0
L,299.4,310.5,1514,36.1,169,0
L,297.6,309.4,1491,40.2,231,0
M,302.4,311.8,1358,50.6,133,0
L,296.6,307.3,1474,40,158,0
M,300.8,310.3,1458,43.4,0,0
M,297.4,308.9,1500,46.3,137,0
L,299,310.4,1452,46.2,168,0
L,302,310,1449,48.8,181,0
L,299.6,309,1525,42.8,160,0
L,300.3,310.2,1471,45.2,48,0
L,301.9,310.3,1972,21.3,67,0
L,297.8,309.2,1683,30.9,163,0
L,301.4,310.8,1431,44.3,21,0
L,301.2,310.4,1390,49.9,74,0
M,298.6,309.9,1668,32.3,6,0
L,297.3,308.6,1385,55.2,156,0
L,303.7,313,1456,45.5,51,0
H,300.9,312,1720,27.9,202,0
L,300.7,309.6,1329,54.3,80,0
L,299.1,310.3,1619,31.1,242,0
M,302.3,311.7,1442,41.7,127,0
L,297.3,308.1,1763,28.4,54,0
L,299.2,309.1,1578,38.1,109,0
L,297.8,308.4,1512,39.9,181,0
L,301.7,310.9,1405,46.4,207,1
M,298.4,308.2,1468,43.8,2,0
H,300.7,310.5,1567,38.7,129,0
L,297.2,308.1,1662,31.3,0,0
M,296.3,307.2,1286,51.1,177,0
L,301.5,310.1,1639,33.4,47,0
L,298.3,309.3,1401,51.9,14,0
M,300.2,311.3,1587,31.2,73,0
L,298.9,310.2,1445,40,129,0
L,298.3,308.1,1840,21.5,88,0
M,302.9,312.4,1334,50.9,5,0
H,300.6,309.5,1495,36.5,79,0
M,297.3,308.3,1459,59.6,207,1
M,298.8,308.5,1425,47.4,90,0
L,302.4,311.1,1446,42.9,5,0
M,298.7,309.4,1375,48.3,157,0
H,300.2,309.8,1374,47.7,8,0
L,300.5,310.6,1540,46.7,206,0
M,300.8,310.7,1452,43,139,0
M,300.7,311,1740,25.6,176,0
H,301.5,310.5,1538,44.3,43,0
L,303.9,313,1403,48.3,10,0
M,303.5,312.6,1405,51.6,62,0
M,300.7,310.9,1486,38.9,106,0
M,298.9,308.2,2022,20,23,0
M,297.6,308.6,1414,45.4,138,0
L,301,310.9,1428,45.3,47,0
L,300.7,309.8,1596,31.5,123,0
L,298.3,307.9,1551,33.8,72,0
L,303.5,312.9,1544,36.9,87,0
L,303.5,311.6,1465,48.7,60,0
L,297,307.8,1414,47.5,168,0
M,295.7,306.2,1423,42.5,121,0
L,300.3,309.6,1597,31.8,73,0
L,302.9,312.2,1469,42,214,0
L,300.7,312.2,1590,38.5,148,0
L,301.9,310.9,1616,34.5,46,0
L,298.8,308.5,1450,50.8,57,0
L,297.2,308.3,1693,28,188,0
H,297.8,307.3,1555,35.8,190,0
L,303.4,311.8,1306,61,215,1
M,299.5,309.3,1902,24,151,0
L,297.7,309.7,1591,37.7,196,0
L,299.3,309,1415,47.6,156,0
M,298.1,307.8,1514,43.5,78,0
M,299.2,308.6,1631,35.4,64,0
L,300.5,309.8,1367,54,129,0
L,299.7,309.1,1473,39.4,125,0
L,302.1,310.6,1385,53.6,5,0
M,301.2,310.4,1697,30,120,0
L,298.3,308.1,1586,35.5,0,0
M,297.6,308.6,1254,45.8,31,0
L,296.8,307.6,1304,48.7,142,0
M,297.6,308.9,1479,38.1,182,0
L,301.5,310.5,1589,36.7,118,0
H,298.8,309.7,1461,55.1,118,0
L,302.4,310.1,1709,31.8,100,0
M,302.2,311.5,1449,44.5,113,0
L,303,312.3,1480,41.4,125,0
M,297.4,308,1355,55.1,63,0
L,299.8,309.5,1542,40.3,141,0
L,300.4,311.7,1444,51.2,174,0
L,299.3,308.5,1485,44.7,78,0
L,297,307.7,1731,28.5,186,0
L,300.4,311.4,1424,44.6,127,0
L,297.4,308.5,1399,61.5,61,1
L,299.1,310,1367,56.3,203,1
L,302.7,310.7,1597,41.9,15,0
L,302.9,312.4,1446,41.7,196,0
L,300.3,309.1,1368,46,171,0
L,298.9,308.7,1433,44.7,108,0
L,298.3,308,2886,3.8,57,1
L,297.5,309.4,1443,45.4,70,0
L,298.9,310.6,1363,52.6,190,0
M,298.8,310.2,1595,33.1,34,0
L,300.8,310.9,1748,29.9,140,0
M,297.3,308.5,1664,28.9,174,0
L,298.5,309.3,1590,33.9,107,0
M,301,310.9,1510,44.5,66,0
H,297.6,309.6,1669,32.1,155,0
M,301.7,310.6,1417,45.2,185,0
L,302,310.6,1366,47.7,206,0
L,300.3,311.1,1676,28.6,158,0
L,297.8,308.9,1518,40.4,2,0
L,299.7,309.4,1650,29.8,93,0
H,301.4,310.5,1536,39.9,201,0
L,303.6,312.7,1418,44.1,118,0
L,298.2,308.3,2057,18,168,0
